logged_at_berlin,dwd_latest,dwd_lag_min,dwd_values_today,dwd_max,dwd_max_time,metar_latest,metar_lag_min,metar_values_today,metar_max,metar_max_time,dwd_STATIONS_ID,dwd_MESS_DATUM,dwd_QN,dwd_PP_10,dwd_TT_10,dwd_TM5_10,dwd_RF_10,dwd_TD_10,metar_icaoId,metar_receiptTime,metar_obsTime,metar_reportTime,metar_temp,metar_dewp,metar_wdir,metar_wspd,metar_visib,metar_altim,metar_qcField,metar_metarType,metar_rawOb,metar_lat,metar_lon,metar_elev,metar_name,metar_cover,metar_fltCat,metar_clouds
2026-07-11 18:30,2026-07-11 15:50,160,96,29.4,2026-07-11 13:40,2026-07-11 18:20,10,37,30,2026-07-11 16:20,1262,202607111550,2,965.4,29.1,31.4,28.4,8.9,EDDM,2026-07-11T16:23:31.097Z,1783786800,2026-07-11T16:20:00.000Z,29,10,70,5,6+,1018,18,METAR,METAR EDDM 111620Z AUTO 07005KT 040V120 CAVOK 29/10 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 18:40,2026-07-11 15:50,170,96,29.4,2026-07-11 13:40,2026-07-11 18:20,20,37,30,2026-07-11 16:20,1262,202607111550,2,965.4,29.1,31.4,28.4,8.9,EDDM,2026-07-11T16:23:31.097Z,1783786800,2026-07-11T16:20:00.000Z,29,10,70,5,6+,1018,18,METAR,METAR EDDM 111620Z AUTO 07005KT 040V120 CAVOK 29/10 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 18:50,2026-07-11 16:20,150,99,29.4,2026-07-11 13:40,2026-07-11 18:20,30,37,30,2026-07-11 16:20,1262,202607111620,2,965.3,28.6,29.8,30.9,9.8,EDDM,2026-07-11T16:23:31.097Z,1783786800,2026-07-11T16:20:00.000Z,29,10,70,5,6+,1018,18,METAR,METAR EDDM 111620Z AUTO 07005KT 040V120 CAVOK 29/10 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 19:01,2026-07-11 16:20,161,99,29.4,2026-07-11 13:40,2026-07-11 18:50,11,38,30,2026-07-11 16:20,1262,202607111620,2,965.3,28.6,29.8,30.9,9.8,EDDM,2026-07-11T16:53:32.173Z,1783788600,2026-07-11T17:00:00.000Z,29,11,VRB,2,6+,1018,18,METAR,METAR EDDM 111650Z AUTO VRB02KT CAVOK 29/11 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 19:10,2026-07-11 16:20,170,99,29.4,2026-07-11 13:40,2026-07-11 18:50,20,38,30,2026-07-11 16:20,1262,202607111620,2,965.3,28.6,29.8,30.9,9.8,EDDM,2026-07-11T16:53:32.173Z,1783788600,2026-07-11T17:00:00.000Z,29,11,VRB,2,6+,1018,18,METAR,METAR EDDM 111650Z AUTO VRB02KT CAVOK 29/11 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 19:20,2026-07-11 16:50,150,102,29.4,2026-07-11 13:40,2026-07-11 18:50,30,38,30,2026-07-11 16:20,1262,202607111650,2,965.4,28.6,29.1,32.2,10.4,EDDM,2026-07-11T16:53:32.173Z,1783788600,2026-07-11T17:00:00.000Z,29,11,VRB,2,6+,1018,18,METAR,METAR EDDM 111650Z AUTO VRB02KT CAVOK 29/11 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 19:31,2026-07-11 16:50,161,102,29.4,2026-07-11 13:40,2026-07-11 19:20,11,39,30,2026-07-11 16:20,1262,202607111650,2,965.4,28.6,29.1,32.2,10.4,EDDM,2026-07-11T17:23:30.499Z,1783790400,2026-07-11T17:20:00.000Z,29,11,40,5,6+,1018,18,METAR,METAR EDDM 111720Z AUTO 04005KT 010V080 CAVOK 29/11 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 19:40,2026-07-11 16:50,170,102,29.4,2026-07-11 13:40,2026-07-11 19:20,20,39,30,2026-07-11 16:20,1262,202607111650,2,965.4,28.6,29.1,32.2,10.4,EDDM,2026-07-11T17:23:30.499Z,1783790400,2026-07-11T17:20:00.000Z,29,11,40,5,6+,1018,18,METAR,METAR EDDM 111720Z AUTO 04005KT 010V080 CAVOK 29/11 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 19:42,2026-07-11 16:50,172,102,29.4,2026-07-11 13:40,2026-07-11 19:20,22,39,30,2026-07-11 16:20,1262,202607111650,2,965.4,28.6,29.1,32.2,10.4,EDDM,2026-07-11T17:23:30.499Z,1783790400,2026-07-11T17:20:00.000Z,29,11,40,5,6+,1018,18,METAR,METAR EDDM 111720Z AUTO 04005KT 010V080 CAVOK 29/11 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 19:50,2026-07-11 16:50,180,102,29.4,2026-07-11 13:40,2026-07-11 19:20,30,39,30,2026-07-11 16:20,1262,202607111650,2,965.4,28.6,29.1,32.2,10.4,EDDM,2026-07-11T17:23:30.499Z,1783790400,2026-07-11T17:20:00.000Z,29,11,40,5,6+,1018,18,METAR,METAR EDDM 111720Z AUTO 04005KT 010V080 CAVOK 29/11 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 20:01,2026-07-11 17:20,161,105,29.4,2026-07-11 13:40,2026-07-11 19:50,11,40,30,2026-07-11 16:20,1262,202607111720,2,965.4,28.1,27.9,32.5,10.1,EDDM,2026-07-11T17:53:24.274Z,1783792200,2026-07-11T18:00:00.000Z,28,12,40,5,6+,1018,18,METAR,METAR EDDM 111750Z AUTO 04005KT 010V080 CAVOK 28/12 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 20:10,2026-07-11 17:20,170,105,29.4,2026-07-11 13:40,2026-07-11 19:50,20,40,30,2026-07-11 16:20,1262,202607111720,2,965.4,28.1,27.9,32.5,10.1,EDDM,2026-07-11T17:53:24.274Z,1783792200,2026-07-11T18:00:00.000Z,28,12,40,5,6+,1018,18,METAR,METAR EDDM 111750Z AUTO 04005KT 010V080 CAVOK 28/12 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 20:20,2026-07-11 17:50,150,108,29.4,2026-07-11 13:40,2026-07-11 19:50,30,40,30,2026-07-11 16:20,1262,202607111750,2,965.6,27.4,26.3,35.4,10.8,EDDM,2026-07-11T17:53:24.274Z,1783792200,2026-07-11T18:00:00.000Z,28,12,40,5,6+,1018,18,METAR,METAR EDDM 111750Z AUTO 04005KT 010V080 CAVOK 28/12 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 20:30,2026-07-11 17:50,160,108,29.4,2026-07-11 13:40,2026-07-11 20:20,10,41,30,2026-07-11 16:20,1262,202607111750,2,965.6,27.4,26.3,35.4,10.8,EDDM,2026-07-11T18:23:27.086Z,1783794000,2026-07-11T18:20:00.000Z,27,13,50,3,6+,1018,18,METAR,METAR EDDM 111820Z AUTO 05003KT CAVOK 27/13 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 20:40,2026-07-11 17:50,170,108,29.4,2026-07-11 13:40,2026-07-11 20:20,20,41,30,2026-07-11 16:20,1262,202607111750,2,965.6,27.4,26.3,35.4,10.8,EDDM,2026-07-11T18:23:27.086Z,1783794000,2026-07-11T18:20:00.000Z,27,13,50,3,6+,1018,18,METAR,METAR EDDM 111820Z AUTO 05003KT CAVOK 27/13 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 20:50,2026-07-11 18:20,150,111,29.4,2026-07-11 13:40,2026-07-11 20:20,30,41,30,2026-07-11 16:20,1262,202607111820,2,965.8,26.1,23.7,41.6,12.0,EDDM,2026-07-11T18:23:27.086Z,1783794000,2026-07-11T18:20:00.000Z,27,13,50,3,6+,1018,18,METAR,METAR EDDM 111820Z AUTO 05003KT CAVOK 27/13 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 21:01,2026-07-11 18:20,161,111,29.4,2026-07-11 13:40,2026-07-11 20:50,11,42,30,2026-07-11 16:20,1262,202607111820,2,965.8,26.1,23.7,41.6,12.0,EDDM,2026-07-11T18:53:27.981Z,1783795800,2026-07-11T19:00:00.000Z,25,12,50,3,6+,1018,18,METAR,METAR EDDM 111850Z AUTO 05003KT CAVOK 25/12 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 21:10,2026-07-11 18:20,170,111,29.4,2026-07-11 13:40,2026-07-11 20:50,20,42,30,2026-07-11 16:20,1262,202607111820,2,965.8,26.1,23.7,41.6,12.0,EDDM,2026-07-11T18:53:27.981Z,1783795800,2026-07-11T19:00:00.000Z,25,12,50,3,6+,1018,18,METAR,METAR EDDM 111850Z AUTO 05003KT CAVOK 25/12 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 21:20,2026-07-11 18:50,150,114,29.4,2026-07-11 13:40,2026-07-11 20:50,30,42,30,2026-07-11 16:20,1262,202607111850,2,965.9,24.9,21.6,44.3,11.9,EDDM,2026-07-11T18:53:27.981Z,1783795800,2026-07-11T19:00:00.000Z,25,12,50,3,6+,1018,18,METAR,METAR EDDM 111850Z AUTO 05003KT CAVOK 25/12 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 21:30,2026-07-11 18:50,160,114,29.4,2026-07-11 13:40,2026-07-11 21:20,10,43,30,2026-07-11 16:20,1262,202607111850,2,965.9,24.9,21.6,44.3,11.9,EDDM,2026-07-11T19:23:30.442Z,1783797600,2026-07-11T19:20:00.000Z,24,13,50,3,6+,1018,18,METAR,METAR EDDM 111920Z AUTO 05003KT CAVOK 24/13 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 21:40,2026-07-11 18:50,170,114,29.4,2026-07-11 13:40,2026-07-11 21:20,20,43,30,2026-07-11 16:20,1262,202607111850,2,965.9,24.9,21.6,44.3,11.9,EDDM,2026-07-11T19:23:30.442Z,1783797600,2026-07-11T19:20:00.000Z,24,13,50,3,6+,1018,18,METAR,METAR EDDM 111920Z AUTO 05003KT CAVOK 24/13 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 21:50,2026-07-11 19:20,150,117,29.4,2026-07-11 13:40,2026-07-11 21:20,30,43,30,2026-07-11 16:20,1262,202607111920,2,966.0,24.1,19.1,47.9,12.4,EDDM,2026-07-11T19:23:30.442Z,1783797600,2026-07-11T19:20:00.000Z,24,13,50,3,6+,1018,18,METAR,METAR EDDM 111920Z AUTO 05003KT CAVOK 24/13 Q1018 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 22:00,2026-07-11 19:20,160,117,29.4,2026-07-11 13:40,2026-07-11 21:50,10,44,30,2026-07-11 16:20,1262,202607111920,2,966.0,24.1,19.1,47.9,12.4,EDDM,2026-07-11T19:53:40.402Z,1783799400,2026-07-11T20:00:00.000Z,22,13,50,4,6+,1019,18,METAR,METAR EDDM 111950Z AUTO 05004KT CAVOK 22/13 Q1019 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 22:10,2026-07-11 19:20,170,117,29.4,2026-07-11 13:40,2026-07-11 21:50,20,44,30,2026-07-11 16:20,1262,202607111920,2,966.0,24.1,19.1,47.9,12.4,EDDM,2026-07-11T19:53:40.402Z,1783799400,2026-07-11T20:00:00.000Z,22,13,50,4,6+,1019,18,METAR,METAR EDDM 111950Z AUTO 05004KT CAVOK 22/13 Q1019 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 22:20,2026-07-11 19:50,150,120,29.4,2026-07-11 13:40,2026-07-11 21:50,30,44,30,2026-07-11 16:20,1262,202607111950,2,966.4,22.2,18.4,55.6,12.9,EDDM,2026-07-11T19:53:40.402Z,1783799400,2026-07-11T20:00:00.000Z,22,13,50,4,6+,1019,18,METAR,METAR EDDM 111950Z AUTO 05004KT CAVOK 22/13 Q1019 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 22:29,2026-07-11 19:50,159,120,29.4,2026-07-11 13:40,2026-07-11 22:20,9,45,30,2026-07-11 16:20,1262,202607111950,2,966.4,22.2,18.4,55.6,12.9,EDDM,2026-07-11T20:23:33.369Z,1783801200,2026-07-11T20:20:00.000Z,21,13,40,4,6+,1019,18,METAR,METAR EDDM 112020Z AUTO 04004KT CAVOK 21/13 Q1019 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 22:30,2026-07-11 19:50,160,120,29.4,2026-07-11 13:40,2026-07-11 22:20,10,45,30,2026-07-11 16:20,1262,202607111950,2,966.4,22.2,18.4,55.6,12.9,EDDM,2026-07-11T20:23:33.369Z,1783801200,2026-07-11T20:20:00.000Z,21,13,40,4,6+,1019,18,METAR,METAR EDDM 112020Z AUTO 04004KT CAVOK 21/13 Q1019 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 22:40,2026-07-11 19:50,170,120,29.4,2026-07-11 13:40,2026-07-11 22:20,20,45,30,2026-07-11 16:20,1262,202607111950,2,966.4,22.2,18.4,55.6,12.9,EDDM,2026-07-11T20:23:33.369Z,1783801200,2026-07-11T20:20:00.000Z,21,13,40,4,6+,1019,18,METAR,METAR EDDM 112020Z AUTO 04004KT CAVOK 21/13 Q1019 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 22:50,2026-07-11 20:20,150,123,29.4,2026-07-11 13:40,2026-07-11 22:20,30,45,30,2026-07-11 16:20,1262,202607112020,2,966.5,21.1,17.2,59.8,13.0,EDDM,2026-07-11T20:23:33.369Z,1783801200,2026-07-11T20:20:00.000Z,21,13,40,4,6+,1019,18,METAR,METAR EDDM 112020Z AUTO 04004KT CAVOK 21/13 Q1019 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 23:01,2026-07-11 20:20,161,123,29.4,2026-07-11 13:40,2026-07-11 22:50,11,46,30,2026-07-11 16:20,1262,202607112020,2,966.5,21.1,17.2,59.8,13.0,EDDM,2026-07-11T20:53:23.783Z,1783803000,2026-07-11T21:00:00.000Z,18,14,20,4,6+,1019,18,METAR,METAR EDDM 112050Z AUTO 02004KT CAVOK 18/14 Q1019 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-11 23:10,2026-07-11 20:20,170,123,29.4,2026-07-11 13:40,2026-07-11 22:50,20,46,30,2026-07-11 16:20,1262,202607112020,2,966.5,21.1,17.2,59.8,13.0,EDDM,2026-07-11T20:53:23.783Z,1783803000,2026-07-11T21:00:00.000Z,18,14,20,4,6+,1019,18,METAR,METAR EDDM 112050Z AUTO 02004KT CAVOK 18/14 Q1019 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-12 01:38,,,0,,,2026-07-12 01:20,18,3,19,2026-07-12 00:20,,,,,,,,,EDDM,2026-07-11T23:23:30.224Z,1783812000,2026-07-11T23:20:00.000Z,18,10,40,7,6+,1020,18,METAR,METAR EDDM 112320Z AUTO 04007KT CAVOK 18/10 Q1020 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-12 09:49,2026-07-12 06:50,179,42,21.4,2026-07-12 06:50,2026-07-12 09:20,29,19,23,2026-07-12 09:20,1262,202607120650,2,969.2,21.4,23.9,52.4,11.3,EDDM,2026-07-12T07:23:20.947Z,1783840800,2026-07-12T07:20:00.000Z,23,11,40,5,6+,1022,18,METAR,METAR EDDM 120720Z AUTO 04005KT 350V090 CAVOK 23/11 Q1022 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-12 13:41,2026-07-12 10:50,171,66,25.8,2026-07-12 10:50,2026-07-12 13:20,21,27,26,2026-07-12 12:20,1262,202607121050,2,969.7,25.8,30.5,38.3,10.5,EDDM,2026-07-12T11:23:38.220Z,1783855200,2026-07-12T11:20:00.000Z,26,10,360,7,6+,1022,18,METAR,METAR EDDM 121120Z AUTO 36007KT 300V060 CAVOK 26/10 Q1022 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-12 17:38,2026-07-12 14:50,168,90,27.6,2026-07-12 13:30,2026-07-12 17:20,18,35,28,2026-07-12 16:20,1262,202607121450,2,968.9,27.2,30.1,29.3,7.8,EDDM,2026-07-12T15:23:32.284Z,1783869600,2026-07-12T15:20:00.000Z,28,9,80,7,6+,1021,18,METAR,METAR EDDM 121520Z AUTO 08007KT 040V120 CAVOK 28/09 Q1021 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-12 20:42,2026-07-12 17:50,172,108,27.6,2026-07-12 13:30,2026-07-12 20:20,22,41,28,2026-07-12 16:20,1262,202607121750,2,968.9,26.0,25.1,38.4,10.7,EDDM,2026-07-12T18:23:26.037Z,1783880400,2026-07-12T18:20:00.000Z,26,12,80,3,6+,1021,18,METAR,METAR EDDM 121820Z AUTO 08003KT CAVOK 26/12 Q1021 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-12 23:35,2026-07-12 20:50,165,126,27.6,2026-07-12 13:30,2026-07-12 23:20,15,47,28,2026-07-12 16:20,1262,202607122050,2,969.3,16.4,15.2,81.0,13.1,EDDM,2026-07-12T21:23:39.549Z,1783891200,2026-07-12T21:20:00.000Z,17,13,320,2,6+,1022,18,METAR,METAR EDDM 122120Z AUTO 32002KT CAVOK 17/13 Q1022 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
2026-07-13 10:37,2026-07-13 07:50,167,48,24.7,2026-07-13 07:50,2026-07-13 10:20,17,21,26,2026-07-13 10:20,1262,202607130750,2,968.3,24.7,27.7,46.3,12.4,EDDM,2026-07-13T08:23:28.202Z,1783930800,2026-07-13T08:20:00.000Z,26,13,100,8,6+,1021,18,METAR,METAR EDDM 130820Z AUTO 10008KT CAVOK 26/13 Q1021 NOSIG,48.348,11.813,445,"Munich Intl, BY, DE",CAVOK,VFR,[]
